date,sp500,sp500_norm,fed_rate
2017-08-29,2446.300048828125,118.8562873804014,1.16
2017-08-30,2457.590087890625,119.40482684839972,1.16
2017-08-31,2471.64990234375,120.08793902343986,1.16
2017-09-01,2476.550048828125,120.32601824803535,1.15
2017-09-05,2457.85009765625,119.41745972041377,1.15
2017-09-06,2465.5400390625,119.79108432388692,1.15
2017-09-07,2465.10009765625,119.7697092672021,1.15
2017-09-08,2461.429931640625,119.5913900512515,1.15
2017-09-11,2488.110107421875,120.88767692396564,1.15
2017-09-12,2496.47998046875,121.29433678430183,1.15
2017-09-13,2498.3701171875,121.38617123982564,1.15
2017-09-14,2495.6201171875,121.25255934276802,1.15
2017-09-15,2500.22998046875,121.47653482574405,1.15
2017-09-18,2503.8701171875,121.65339503394091,1.15
2017-09-19,2506.64990234375,121.78845407690062,1.15
2017-09-20,2508.239990234375,121.86571031673871,1.15
2017-09-21,2500.60009765625,121.49451739285514,1.15
2017-09-22,2502.219970703125,121.57322077859534,1.15
2017-09-25,2496.659912109375,121.30307896897259,1.15
2017-09-26,2496.840087890625,121.31183301549501,1.15
2017-09-27,2507.0400390625,121.80740931584755,1.15
2017-09-28,2510.06005859375,121.95414042083715,1.15
2017-09-29,2519.360107421875,122.40599393598418,1.15
2017-10-02,2529.1201171875,122.88019517965189,1.15
2017-10-03,2534.580078125,123.14547363009551,1.15
2017-10-04,2537.739990234375,123.29900157608422,1.15
2017-10-05,2552.070068359375,123.99524482090798,1.15
2017-10-06,2549.330078125,123.86211925976826,1.15
2017-10-09,2544.72998046875,123.63861825085847,1.15
2017-10-10,2550.639892578125,123.92575809390482,1.15
2017-10-11,2555.239990234375,124.14925910281463,1.15
2017-10-12,2550.929931640625,123.93984997367262,1.15
2017-10-13,2553.169921875,124.04868246262004,1.15
2017-10-16,2557.639892578125,124.26586110459698,1.15
2017-10-17,2559.360107421875,124.34943971136794,1.15
2017-10-18,2561.260009765625,124.44174864095801,1.15
2017-10-19,2562.10009765625,124.48256527250766,1.15
2017-10-20,2575.2099609375,125.11952298275276,1.15
2017-10-23,2564.97998046875,124.6224876746465,1.15
2017-10-24,2569.1298828125,124.8241154291019,1.15
2017-10-25,2557.14990234375,124.24205436832258,1.15
2017-10-26,2560.39990234375,124.39995933757253,1.15
2017-10-27,2581.070068359375,125.40424300806119,1.15
2017-10-30,2572.830078125,125.00389365280623,1.15
2017-10-31,2575.260009765625,125.1219546623423,1.15
2017-11-01,2579.360107421875,125.3211625990598,1.16
2017-11-02,2579.85009765625,125.34496933533418,1.16
2017-11-03,2587.840087890625,125.73317215449302,1.16
2017-11-06,2591.1298828125,125.89301060556295,1.16
2017-11-07,2590.639892578125,125.86920386928857,1.16
2017-11-08,2594.3798828125,126.05091557481288,1.16
2017-11-09,2584.6201171875,125.57672619299683,1.16
2017-11-10,2582.300048828125,125.4640030167061,1.16
2017-11-13,2584.840087890625,125.58741372133923,1.16
2017-11-14,2578.8701171875,125.29735586278544,1.16
